,2010,2020,2025,2030,2035,3010,3020,3021,3110,3120,3121,4020,4025,4030,4035,4040,4070,4080,4090,4100,4110,assessment_taken,part_of_day,playtime_vs_avg,time_playing_for,times_took_asses
14163,0,14,0,10,0,109,9,11,109,9,11,26,13,29,8,0,136,0,1,2,2,,1.502395,-0.004158,0,
14164,3,13,6,12,2,101,7,21,99,7,21,101,35,131,10,0,314,0,0,6,0,,1.556186,0,105440,
14165,3,13,6,12,2,101,7,21,99,7,21,101,35,131,10,0,314,0,0,6,0,,1.556186,0,138864,
14166,3,13,6,12,2,101,7,21,99,7,21,101,35,131,10,0,314,0,0,6,0,,1.556186,0,31247,36
14167,1,8,3,6,1,45,2,9,43,2,9,42,7,43,2,0,85,0,1,3,0,,1.556186,-0.970443,0,
14168,7,51,6,49,2,292,54,50,287,54,50,339,93,428,52,14,456,0,4,52,0,,1.556186,0,128636,
14169,7,51,6,49,2,292,54,50,287,54,50,339,93,428,52,14,456,0,4,52,0,,1.556186,-0.360215,99401,
14170,7,51,6,49,2,292,54,50,287,54,50,339,93,428,52,14,456,0,4,52,0,,1.556186,1.257185,92100,
14171,7,51,6,49,2,292,54,50,287,54,50,339,93,428,52,14,456,0,4,52,0,,1.524239,12.18829,0,
14172,7,51,6,49,2,292,54,50,287,54,50,339,93,428,52,14,456,0,4,52,0,,1.524239,12.103256,0,
14173,7,51,6,49,2,292,54,50,287,54,50,339,93,428,52,14,456,0,4,52,0,,1.556186,0.543844,0,
14174,7,51,6,49,2,292,54,50,287,54,50,339,93,428,52,14,456,0,4,52,0,,1.556186,0.517925,0,
14175,0,248,5,218,0,1065,228,163,1057,228,163,1324,220,1325,410,0,3141,23,10,18,9,,1.502395,-3.565064,187542,
14176,5,21,4,17,2,109,10,23,106,10,23,130,44,203,60,3,484,0,1,20,2,,1.502395,-14.217391,5172,
14177,5,21,4,17,2,109,10,23,106,10,23,130,44,203,60,3,484,0,1,20,2,1.86,1.502395,-13.625,34185,30
14178,5,21,4,17,2,109,10,23,106,10,23,130,44,203,60,3,484,0,1,20,2,,1.502395,-11.847826,159850,
14179,5,21,4,17,2,109,10,23,106,10,23,130,44,203,60,3,484,0,1,20,2,0.67,1.502395,-11.097285,64250,56
14180,5,21,4,17,2,109,10,23,106,10,23,130,44,203,60,3,484,0,1,20,2,,1.502395,-9.393626,0,
14181,5,21,4,17,2,109,10,23,106,10,23,130,44,203,60,3,484,0,1,20,2,,1.502395,-9.013223,51764,49
14182,1,6,2,3,2,17,26,9,17,25,9,26,55,100,9,15,66,0,0,9,20,,1.556186,0,0,
14183,1,6,2,3,2,17,26,9,17,25,9,26,55,100,9,15,66,0,0,9,20,,1.556186,0,39841,52
14184,1,6,2,3,2,17,26,9,17,25,9,26,55,100,9,15,66,0,0,9,20,,1.556186,0,0,
14185,1,6,2,3,2,17,26,9,17,25,9,26,55,100,9,15,66,0,0,9,20,1.14,1.556186,0,230376,121
14186,0,31,2,15,2,180,12,14,168,11,10,113,30,169,27,9,102,0,0,10,5,,1.524239,0,0,
14187,0,31,2,15,2,180,12,14,168,11,10,113,30,169,27,9,102,0,0,10,5,,1.524239,-0.317241,68598,
14188,0,31,2,15,2,180,12,14,168,11,10,113,30,169,27,9,102,0,0,10,5,,1.524239,-0.156729,8620,
14189,5,36,11,29,11,199,6,42,194,6,40,147,23,234,55,41,277,0,7,8,3,,1.524239,-0.97486,0,
14190,5,36,11,29,11,199,6,42,194,6,40,147,23,234,55,41,277,0,7,8,3,,1.524239,-0.423544,203328,
14191,5,36,11,29,11,199,6,42,194,6,40,147,23,234,55,41,277,0,7,8,3,,1.524239,-0.363163,112771,
14192,5,36,11,29,11,199,6,42,194,6,40,147,23,234,55,41,277,0,7,8,3,,1.556186,-15.24498,0,
14193,5,36,11,29,11,199,6,42,194,6,40,147,23,234,55,41,277,0,7,8,3,,1.556186,-14.558006,0,
14194,5,36,11,29,11,199,6,42,194,6,40,147,23,234,55,41,277,0,7,8,3,,1.502395,-10.776969,39894,
14195,2,6,1,4,0,275,6,7,273,5,7,206,21,448,77,19,102,0,5,8,0,,1.556186,0,0,
14196,2,6,1,4,0,275,6,7,273,5,7,206,21,448,77,19,102,0,5,8,0,,1.556186,2.063158,0,
14197,2,6,1,4,0,275,6,7,273,5,7,206,21,448,77,19,102,0,5,8,0,,1.556186,-1.969582,0,
14198,2,6,1,4,0,275,6,7,273,5,7,206,21,448,77,19,102,0,5,8,0,,1.556186,-1.936449,0,
14199,2,33,1,28,1,95,6,16,93,6,16,81,20,108,27,5,200,0,2,2,0,,1.502395,0,77310,
14200,2,33,1,28,1,95,6,16,93,6,16,81,20,108,27,5,200,0,2,2,0,2.08,1.502395,0,46917,55
14201,16,444,43,390,29,1310,324,327,1297,321,324,1529,366,1927,252,245,3008,0,17,102,33,,1.502395,-0.138824,0,
14202,16,444,43,390,29,1310,324,327,1297,321,324,1529,366,1927,252,245,3008,0,17,102,33,,1.502395,-0.657236,520675,
14203,16,444,43,390,29,1310,324,327,1297,321,324,1529,366,1927,252,245,3008,0,17,102,33,,1.524239,19.843255,0,
14204,16,444,43,390,29,1310,324,327,1297,321,324,1529,366,1927,252,245,3008,0,17,102,33,,1.524239,16.731388,352599,
14205,16,444,43,390,29,1310,324,327,1297,321,324,1529,366,1927,252,245,3008,0,17,102,33,,1.524239,15.53815,150166,
14206,16,444,43,390,29,1310,324,327,1297,321,324,1529,366,1927,252,245,3008,0,17,102,33,1.14,1.524239,14.730735,279567,279
14207,16,444,43,390,29,1310,324,327,1297,321,324,1529,366,1927,252,245,3008,0,17,102,33,,1.524239,13.269415,189858,
14208,16,444,43,390,29,1310,324,327,1297,321,324,1529,366,1927,252,245,3008,0,17,102,33,,1.524239,12.032603,0,
14209,16,444,43,390,29,1310,324,327,1297,321,324,1529,366,1927,252,245,3008,0,17,102,33,,1.556186,-4.489268,88769,
14210,16,444,43,390,29,1310,324,327,1297,321,324,1529,366,1927,252,245,3008,0,17,102,33,1.14,1.556186,-4.450905,73929,473
14211,16,444,43,390,29,1310,324,327,1297,321,324,1529,366,1927,252,245,3008,0,17,102,33,,1.502395,-6.76113,0,
14212,16,444,43,390,29,1310,324,327,1297,321,324,1529,366,1927,252,245,3008,0,17,102,33,,1.502395,-7.44358,293109,
14213,16,444,43,390,29,1310,324,327,1297,321,324,1529,366,1927,252,245,3008,0,17,102,33,,1.524239,10.925896,590476,
14214,16,444,43,390,29,1310,324,327,1297,321,324,1529,366,1927,252,245,3008,0,17,102,33,1.14,1.524239,10.794021,141188,580
14215,16,444,43,390,29,1310,324,327,1297,321,324,1529,366,1927,252,245,3008,0,17,102,33,1.14,1.524239,10.66767,160573,685
14216,16,444,43,390,29,1310,324,327,1297,321,324,1529,366,1927,252,245,3008,0,17,102,33,,1.524239,10.626208,32269,316
14217,16,444,43,390,29,1310,324,327,1297,321,324,1529,366,1927,252,245,3008,0,17,102,33,,1.502395,-10.010331,70082,
14218,16,444,43,390,29,1310,324,327,1297,321,324,1529,366,1927,252,245,3008,0,17,102,33,2.08,1.502395,-9.977268,39888,34
14219,16,444,43,390,29,1310,324,327,1297,321,324,1529,366,1927,252,245,3008,0,17,102,33,,1.556186,-4.172853,68485,
14220,16,444,43,390,29,1310,324,327,1297,321,324,1529,366,1927,252,245,3008,0,17,102,33,2.08,1.502395,-10.120461,44195,120
14221,16,444,43,390,29,1310,324,327,1297,321,324,1529,366,1927,252,245,3008,0,17,102,33,,1.502395,-8.937847,0,
14222,16,444,43,390,29,1310,324,327,1297,321,324,1529,366,1927,252,245,3008,0,17,102,33,,1.502395,-5.558933,614754,
14223,16,444,43,390,29,1310,324,327,1297,321,324,1529,366,1927,252,245,3008,0,17,102,33,,1.502395,-5.418643,125819,
14224,16,444,43,390,29,1310,324,327,1297,321,324,1529,366,1927,252,245,3008,0,17,102,33,,1.502395,-8.397641,30202,401
14225,16,444,43,390,29,1310,324,327,1297,321,324,1529,366,1927,252,245,3008,0,17,102,33,,1.502395,-8.377376,26374,433
14226,5,18,2,16,2,72,30,33,72,30,32,70,26,118,16,8,207,0,0,5,5,,1.524239,0,116113,
14227,5,18,2,16,2,72,30,33,72,30,32,70,26,118,16,8,207,0,0,5,5,,1.524239,0,0,
14228,5,18,2,16,2,72,30,33,72,30,32,70,26,118,16,8,207,0,0,5,5,,1.524239,0,0,
14229,5,18,2,16,2,72,30,33,72,30,32,70,26,118,16,8,207,0,0,5,5,,1.524239,0,0,
14230,5,18,2,16,2,72,30,33,72,30,32,70,26,118,16,8,207,0,0,5,5,,1.524239,0,0,
14231,0,2,2,0,2,20,1,6,17,1,6,0,6,15,14,0,33,0,0,1,0,,1.556186,-0.5,0,
14232,1,10,1,7,1,48,9,13,46,9,13,36,6,34,5,11,202,0,0,4,0,,1.556186,0,273058,
14233,1,10,1,7,1,48,9,13,46,9,13,36,6,34,5,11,202,0,0,4,0,,1.556186,0,0,
14234,3,63,4,58,2,210,37,67,210,37,67,178,60,177,17,11,234,0,3,26,7,,1.502395,0,176841,
14235,3,63,4,58,2,210,37,67,210,37,67,178,60,177,17,11,234,0,3,26,7,,1.502395,0,0,
14236,3,63,4,58,2,210,37,67,210,37,67,178,60,177,17,11,234,0,3,26,7,,1.502395,0,160634,
14237,3,63,4,58,2,210,37,67,210,37,67,178,60,177,17,11,234,0,3,26,7,,1.502395,0,113325,
14238,3,63,4,58,2,210,37,67,210,37,67,178,60,177,17,11,234,0,3,26,7,,1.502395,0,0,
14239,2,25,0,25,0,140,69,30,140,69,30,85,36,111,30,0,121,0,0,3,2,,1.746823,0,0,
14240,2,25,0,25,0,140,69,30,140,69,30,85,36,111,30,0,121,0,0,3,2,,1.746823,0,102363,
14241,1,25,2,22,1,93,13,19,90,13,19,115,29,128,12,14,149,0,0,1,0,,1.556186,0,0,
14242,2,49,3,46,2,151,7,32,148,6,32,133,16,101,16,3,218,0,0,5,2,,1.502395,-0.15478,129890,
14243,2,49,3,46,2,151,7,32,148,6,32,133,16,101,16,3,218,0,0,5,2,,1.524239,21.289316,0,
14244,8,132,6,120,3,589,120,110,578,120,109,808,229,699,70,28,918,0,2,50,5,,1.502395,-0.046958,393304,
14245,8,132,6,120,3,589,120,110,578,120,109,808,229,699,70,28,918,0,2,50,5,,1.502395,-0.04059,0,
14246,8,132,6,120,3,589,120,110,578,120,109,808,229,699,70,28,918,0,2,50,5,,1.502395,-0.033133,0,
14247,8,132,6,120,3,589,120,110,578,120,109,808,229,699,70,28,918,0,2,50,5,,1.502395,-0.032093,0,
14248,8,132,6,120,3,589,120,110,578,120,109,808,229,699,70,28,918,0,2,50,5,,1.502395,-0.02889,114309,
14249,8,132,6,120,3,589,120,110,578,120,109,808,229,699,70,28,918,0,2,50,5,,1.502395,-0.024957,190174,
14250,8,132,6,120,3,589,120,110,578,120,109,808,229,699,70,28,918,0,2,50,5,,1.502395,-0.84356,200308,
14251,8,132,6,120,3,589,120,110,578,120,109,808,229,699,70,28,918,0,2,50,5,,1.502395,-3.268753,225674,
14252,8,132,6,120,3,589,120,110,578,120,109,808,229,699,70,28,918,0,2,50,5,,1.502395,-2.996357,127186,
14253,8,132,6,120,3,589,120,110,578,120,109,808,229,699,70,28,918,0,2,50,5,1.14,1.556186,2.969165,76027,96
14254,2,12,2,9,2,87,16,24,86,16,24,110,52,238,6,1,154,0,0,5,0,,1.502395,1.984314,0,
14255,2,12,2,9,2,87,16,24,86,16,24,110,52,238,6,1,154,0,0,5,0,,1.502395,1.686667,74676,45
14256,7,124,8,113,6,443,60,67,436,60,67,401,71,436,39,12,484,0,0,12,9,,1.502395,-0.011494,0,
14257,7,124,8,113,6,443,60,67,436,60,67,401,71,436,39,12,484,0,0,12,9,,1.556186,1.936027,167326,
14258,7,124,8,113,6,443,60,67,436,60,67,401,71,436,39,12,484,0,0,12,9,,1.556186,1.455696,0,
14259,7,124,8,113,6,443,60,67,436,60,67,401,71,436,39,12,484,0,0,12,9,,1.556186,1.407015,0,
14260,7,124,8,113,6,443,60,67,436,60,67,401,71,436,39,12,484,0,0,12,9,,1.502395,-1.184788,78824,
14261,7,124,8,113,6,443,60,67,436,60,67,401,71,436,39,12,484,0,0,12,9,,1.502395,-1.125521,0,
14262,7,124,8,113,6,443,60,67,436,60,67,401,71,436,39,12,484,0,0,12,9,,1.502395,-2.721836,0,
14263,7,124,8,113,6,443,60,67,436,60,67,401,71,436,39,12,484,0,0,12,9,,1.502395,-2.552331,66929,
14264,1,14,0,12,0,52,13,12,52,13,11,99,28,135,45,0,125,0,0,14,0,,1.502395,0,183364,
14265,4,41,1,32,1,140,29,28,137,28,27,192,36,225,21,7,316,0,1,6,1,,1.524239,0,35474,
14266,4,41,1,32,1,140,29,28,137,28,27,192,36,225,21,7,316,0,1,6,1,,1.524239,0,105921,
14267,4,41,1,32,1,140,29,28,137,28,27,192,36,225,21,7,316,0,1,6,1,,1.524239,-0.950262,175321,
14268,4,41,1,32,1,140,29,28,137,28,27,192,36,225,21,7,316,0,1,6,1,,1.524239,-0.853114,0,
14269,4,41,1,32,1,140,29,28,137,28,27,192,36,225,21,7,316,0,1,6,1,,1.524239,-0.53304,9164,
14270,0,1,0,0,0,16,1,0,16,0,0,27,0,47,18,0,51,0,0,1,0,,1.502395,0,0,
14271,0,6,0,2,0,13,11,3,10,11,3,7,36,47,1,2,44,0,0,4,9,,1.524239,0,0,
14272,0,6,0,2,0,13,11,3,10,11,3,7,36,47,1,2,44,0,0,4,9,,1.524239,0,0,
14273,0,6,0,2,0,13,11,3,10,11,3,7,36,47,1,2,44,0,0,4,9,,1.524239,0,0,
14274,2,31,1,24,1,211,41,28,209,39,28,156,41,216,37,3,195,0,0,16,3,,1.556186,0,0,
14275,2,31,1,24,1,211,41,28,209,39,28,156,41,216,37,3,195,0,0,16,3,,1.746823,0.895124,53598,
14276,2,31,1,24,1,211,41,28,209,39,28,156,41,216,37,3,195,0,0,16,3,,1.746823,0.846823,34656,
14277,2,31,1,24,1,211,41,28,209,39,28,156,41,216,37,3,195,0,0,16,3,0.67,1.746823,0.807469,46184,56
14278,3,86,6,79,3,394,60,73,391,60,73,272,68,339,29,47,273,0,1,31,5,,1.502395,0,0,
14279,3,86,6,79,3,394,60,73,391,60,73,272,68,339,29,47,273,0,1,31,5,,1.524239,12.789631,251905,
14280,3,86,6,79,3,394,60,73,391,60,73,272,68,339,29,47,273,0,1,31,5,,1.502395,-6.082474,85047,
14281,3,86,6,79,3,394,60,73,391,60,73,272,68,339,29,47,273,0,1,31,5,,1.524239,13.528024,0,
14282,3,86,6,79,3,394,60,73,391,60,73,272,68,339,29,47,273,0,1,31,5,,1.524239,11.855235,78836,
14283,3,86,6,79,3,394,60,73,391,60,73,272,68,339,29,47,273,0,1,31,5,,1.502395,-5.299022,92828,
14284,3,12,4,8,0,70,18,8,68,18,8,93,0,159,21,8,133,0,0,6,0,,1.556186,-0.04878,77870,
14285,3,12,4,8,0,70,18,8,68,18,8,93,0,159,21,8,133,0,0,6,0,1.86,1.556186,-0.037037,33473,26
14286,3,12,4,8,0,70,18,8,68,18,8,93,0,159,21,8,133,0,0,6,0,,1.556186,-0.009091,153755,
14287,3,12,4,8,0,70,18,8,68,18,8,93,0,159,21,8,133,0,0,6,0,1.86,1.556186,0.915966,40391,90
14288,5,67,0,63,0,104,60,33,103,59,31,169,34,137,29,2,176,0,0,29,0,,1.556186,0,0,
14289,5,67,0,63,0,104,60,33,103,59,31,169,34,137,29,2,176,0,0,29,0,,1.556186,0,197013,
14290,5,67,0,63,0,104,60,33,103,59,31,169,34,137,29,2,176,0,0,29,0,0.67,1.556186,0,41883,41
14291,5,67,0,63,0,104,60,33,103,59,31,169,34,137,29,2,176,0,0,29,0,,1.556186,0,357722,
14292,5,67,0,63,0,104,60,33,103,59,31,169,34,137,29,2,176,0,0,29,0,,1.556186,0,0,
14293,4,36,2,34,2,122,12,40,121,12,40,78,26,106,1,26,111,0,0,7,1,,1.524239,0,0,
14294,4,36,2,34,2,122,12,40,121,12,40,78,26,106,1,26,111,0,0,7,1,,1.524239,0,211982,
14295,4,36,2,34,2,122,12,40,121,12,40,78,26,106,1,26,111,0,0,7,1,,1.502395,-12.436658,0,
14296,4,36,2,34,2,122,12,40,121,12,40,78,26,106,1,26,111,0,0,7,1,,1.502395,-11.535,0,
14297,2,35,2,30,1,161,37,25,160,37,24,161,40,222,27,19,119,0,5,6,2,,1.502395,-0.069307,202304,
14298,2,35,2,30,1,161,37,25,160,37,24,161,40,222,27,19,119,0,5,6,2,,1.502395,-0.036649,296906,
14299,2,35,2,30,1,161,37,25,160,37,24,161,40,222,27,19,119,0,5,6,2,,1.556186,4.906942,0,
14300,1,9,1,8,1,88,1,8,87,1,8,35,5,40,4,0,261,0,0,5,2,,1.746823,7.239819,0,
14301,0,380,23,346,9,1101,418,230,1089,415,225,1233,99,1166,290,47,2543,0,5,20,2,,1.524239,17.525074,0,
14302,6,55,6,31,5,183,186,54,175,180,54,301,37,465,132,20,878,0,6,43,0,,1.524239,0,0,
14303,6,55,6,31,5,183,186,54,175,180,54,301,37,465,132,20,878,0,6,43,0,,1.524239,-0.276923,0,
14304,6,55,6,31,5,183,186,54,175,180,54,301,37,465,132,20,878,0,6,43,0,2.08,1.524239,-0.235294,28667,112
14305,6,55,6,31,5,183,186,54,175,180,54,301,37,465,132,20,878,0,6,43,0,,1.524239,2.511777,0,
14306,6,55,6,31,5,183,186,54,175,180,54,301,37,465,132,20,878,0,6,43,0,1.86,1.524239,2.188433,47126,69
14307,6,55,6,31,5,183,186,54,175,180,54,301,37,465,132,20,878,0,6,43,0,,1.524239,1.945274,0,
14308,6,55,6,31,5,183,186,54,175,180,54,301,37,465,132,20,878,0,6,43,0,,1.524239,1.373536,0,
14309,6,55,6,31,5,183,186,54,175,180,54,301,37,465,132,20,878,0,6,43,0,,1.524239,0.003416,0,
14310,6,55,6,31,5,183,186,54,175,180,54,301,37,465,132,20,878,0,6,43,0,,1.524239,0.003234,34686,66
14311,6,55,6,31,5,183,186,54,175,180,54,301,37,465,132,20,878,0,6,43,0,,1.524239,-0.976013,0,
14312,6,55,6,31,5,183,186,54,175,180,54,301,37,465,132,20,878,0,6,43,0,2.08,1.524239,-0.950182,24154,268
14313,6,55,6,31,5,183,186,54,175,180,54,301,37,465,132,20,878,0,6,43,0,,1.502395,-21.461673,0,
14314,6,55,6,31,5,183,186,54,175,180,54,301,37,465,132,20,878,0,6,43,0,,1.502395,-20.992716,0,
14315,6,55,6,31,5,183,186,54,175,180,54,301,37,465,132,20,878,0,6,43,0,,1.502395,-20.064292,0,
14316,6,55,6,31,5,183,186,54,175,180,54,301,37,465,132,20,878,0,6,43,0,,1.524239,4.122371,8508,
14317,1,19,0,17,0,126,11,11,125,11,10,122,18,160,19,13,172,0,0,1,0,,1.556186,0,108616,
14318,0,143,15,108,8,457,212,134,441,212,130,438,70,449,113,41,1189,0,1,4,3,,1.502395,-1.49481,113933,
14319,0,143,15,108,8,457,212,134,441,212,130,438,70,449,113,41,1189,0,1,4,3,,1.502395,-0.703178,6798,
14320,0,143,15,108,8,457,212,134,441,212,130,438,70,449,113,41,1189,0,1,4,3,,1.502395,-0.770603,0,
14321,1,44,2,36,0,91,24,33,88,23,31,152,26,106,16,1,258,0,0,10,0,,1.502395,-11.416968,180635,
14322,0,48,7,36,0,284,137,37,281,137,36,269,130,288,48,17,429,0,3,68,10,,1.502395,-0.335689,0,
14323,0,48,7,36,0,284,137,37,281,137,36,269,130,288,48,17,429,0,3,68,10,,1.502395,-0.136494,215667,
14324,0,48,7,36,0,284,137,37,281,137,36,269,130,288,48,17,429,0,3,68,10,,1.502395,-0.120177,134417,
14325,0,48,7,36,0,284,137,37,281,137,36,269,130,288,48,17,429,0,3,68,10,,1.524239,19.208149,732221,
14326,1,76,3,71,3,211,34,59,209,34,58,182,16,175,27,8,357,0,0,2,0,,1.524239,14.310696,141614,
14327,1,76,3,71,3,211,34,59,209,34,58,182,16,175,27,8,357,0,0,2,0,,1.556186,-4.31886,54784,
14328,0,27,0,24,0,96,0,5,95,0,5,134,16,174,13,2,96,0,0,1,0,,1.502395,-4.436275,3113006,
14329,6,56,1,44,1,307,84,52,306,83,50,373,101,633,148,11,336,0,7,32,2,,1.556186,0,0,
14330,6,56,1,44,1,307,84,52,306,83,50,373,101,633,148,11,336,0,7,32,2,,1.556186,0,0,
14331,6,56,1,44,1,307,84,52,306,83,50,373,101,633,148,11,336,0,7,32,2,,1.556186,-0.870184,0,
14332,6,56,1,44,1,307,84,52,306,83,50,373,101,633,148,11,336,0,7,32,2,,1.556186,-0.80418,0,
14333,6,56,1,44,1,307,84,52,306,83,50,373,101,633,148,11,336,0,7,32,2,,1.524239,16.525914,0,
14334,6,56,1,44,1,307,84,52,306,83,50,373,101,633,148,11,336,0,7,32,2,1.86,1.524239,16.409534,16489,44
14335,6,56,1,44,1,307,84,52,306,83,50,373,101,633,148,11,336,0,7,32,2,,1.524239,15.56629,0,
14336,6,56,1,44,1,307,84,52,306,83,50,373,101,633,148,11,336,0,7,32,2,,1.502395,-4.665789,0,
14337,6,56,1,44,1,307,84,52,306,83,50,373,101,633,148,11,336,0,7,32,2,,1.502395,-4.097843,314968,
14338,6,56,1,44,1,307,84,52,306,83,50,373,101,633,148,11,336,0,7,32,2,,1.502395,-3.878236,0,
14339,6,56,1,44,1,307,84,52,306,83,50,373,101,633,148,11,336,0,7,32,2,,1.502395,-3.834895,0,
14340,1,38,0,31,0,125,29,18,120,29,16,141,56,175,28,8,101,0,0,20,0,,1.502395,-10.847222,362694,
14341,1,38,0,31,0,125,29,18,120,29,16,141,56,175,28,8,101,0,0,20,0,2.08,1.502395,-10.164859,37621,29
14342,1,38,0,31,0,125,29,18,120,29,16,141,56,175,28,8,101,0,0,20,0,,1.556186,-2.494949,0,
14343,1,38,0,31,0,125,29,18,120,29,16,141,56,175,28,8,101,0,0,20,0,,1.556186,-1.427746,345590,
14344,5,6,2,6,2,16,7,12,16,7,12,31,23,57,3,6,29,0,0,12,1,,1.502395,-0.333333,0,
14345,5,6,2,6,2,16,7,12,16,7,12,31,23,57,3,6,29,0,0,12,1,,1.502395,-0.019231,41683,49
14346,5,6,2,6,2,16,7,12,16,7,12,31,23,57,3,6,29,0,0,12,1,,1.502395,-0.011111,0,
14347,5,6,2,6,2,16,7,12,16,7,12,31,23,57,3,6,29,0,0,12,1,,1.502395,-0.007812,0,
14348,5,6,2,6,2,16,7,12,16,7,12,31,23,57,3,6,29,0,0,12,1,1.86,1.502395,-0.006452,27650,27
14349,5,105,5,95,3,381,63,76,373,63,75,344,40,278,42,24,625,0,0,28,0,,1.502395,0,112867,
14350,5,105,5,95,3,381,63,76,373,63,75,344,40,278,42,24,625,0,0,28,0,,1.502395,-6.612717,0,
14351,5,105,5,95,3,381,63,76,373,63,75,344,40,278,42,24,625,0,0,28,0,,1.746823,5.352655,161605,
14352,5,105,5,95,3,381,63,76,373,63,75,344,40,278,42,24,625,0,0,28,0,,1.746823,4.660305,147938,
14353,5,105,5,95,3,381,63,76,373,63,75,344,40,278,42,24,625,0,0,28,0,,1.746823,4.418577,71290,
14354,5,105,5,95,3,381,63,76,373,63,75,344,40,278,42,24,625,0,0,28,0,,1.746823,3.942949,0,
14355,10,239,4,220,4,893,217,175,888,215,174,838,129,796,105,109,1082,1,24,97,22,,1.524239,0,0,
14356,10,239,4,220,4,893,217,175,888,215,174,838,129,796,105,109,1082,1,24,97,22,,1.524239,0,67290,
14357,10,239,4,220,4,893,217,175,888,215,174,838,129,796,105,109,1082,1,24,97,22,,1.556186,-12.437751,0,
14358,10,239,4,220,4,893,217,175,888,215,174,838,129,796,105,109,1082,1,24,97,22,,1.502395,-4.693317,720214,
14359,10,239,4,220,4,893,217,175,888,215,174,838,129,796,105,109,1082,1,24,97,22,,1.502395,-3.645803,432556,
14360,10,239,4,220,4,893,217,175,888,215,174,838,129,796,105,109,1082,1,24,97,22,,1.502395,-3.190658,0,
14361,10,239,4,220,4,893,217,175,888,215,174,838,129,796,105,109,1082,1,24,97,22,,1.556186,3.814218,0,
14362,10,239,4,220,4,893,217,175,888,215,174,838,129,796,105,109,1082,1,24,97,22,,1.556186,3.662562,0,
14363,10,239,4,220,4,893,217,175,888,215,174,838,129,796,105,109,1082,1,24,97,22,,1.502395,-3.037465,0,
14364,10,239,4,220,4,893,217,175,888,215,174,838,129,796,105,109,1082,1,24,97,22,,1.502395,-2.787025,332013,
14365,10,239,4,220,4,893,217,175,888,215,174,838,129,796,105,109,1082,1,24,97,22,,1.502395,-3.376063,217284,
14366,3,52,7,50,7,175,69,64,175,68,63,163,24,170,28,47,146,0,1,18,2,,1.524239,0,160767,
14367,3,52,7,50,7,175,69,64,175,68,63,163,24,170,28,47,146,0,1,18,2,,1.524239,0,0,
14368,3,52,7,50,7,175,69,64,175,68,63,163,24,170,28,47,146,0,1,18,2,,1.524239,0,202323,
14369,4,13,2,13,2,35,17,20,34,17,20,58,6,79,21,10,58,0,0,4,0,,1.556186,0,0,
14370,4,13,2,13,2,35,17,20,34,17,20,58,6,79,21,10,58,0,0,4,0,,1.556186,0,0,
14371,4,13,2,13,2,35,17,20,34,17,20,58,6,79,21,10,58,0,0,4,0,,1.556186,0,30910,34
14372,4,13,2,13,2,35,17,20,34,17,20,58,6,79,21,10,58,0,0,4,0,,1.556186,0,133949,
14373,7,256,19,244,16,750,140,183,740,140,182,677,143,536,52,94,782,0,0,20,8,,1.746823,0,519761,
14374,7,256,19,244,16,750,140,183,740,140,182,677,143,536,52,94,782,0,0,20,8,,1.556186,-1.064178,69610,
14375,7,256,19,244,16,750,140,183,740,140,182,677,143,536,52,94,782,0,0,20,8,,1.556186,-2.369146,16942,
14376,7,256,19,244,16,750,140,183,740,140,182,677,143,536,52,94,782,0,0,20,8,2.08,1.556186,-2.310275,57943,122
14377,7,256,19,244,16,750,140,183,740,140,182,677,143,536,52,94,782,0,0,20,8,2.08,1.556186,-2.259442,97378,189
14378,7,256,19,244,16,750,140,183,740,140,182,677,143,536,52,94,782,0,0,20,8,,1.556186,-2.229423,0,
14379,7,256,19,244,16,750,140,183,740,140,182,677,143,536,52,94,782,0,0,20,8,,1.556186,-2.21293,0,
14380,7,256,19,244,16,750,140,183,740,140,182,677,143,536,52,94,782,0,0,20,8,,1.556186,-2.221042,0,
14381,7,256,19,244,16,750,140,183,740,140,182,677,143,536,52,94,782,0,0,20,8,,1.746823,2.789712,0,
14382,7,256,19,244,16,750,140,183,740,140,182,677,143,536,52,94,782,0,0,20,8,,1.746823,2.582558,266449,
14383,6,62,1,57,1,277,39,49,273,39,46,247,64,274,59,17,508,0,0,15,1,,1.524239,0,115714,
14384,6,62,1,57,1,277,39,49,273,39,46,247,64,274,59,17,508,0,0,15,1,,1.524239,0,0,
14385,6,62,1,57,1,277,39,49,273,39,46,247,64,274,59,17,508,0,0,15,1,,1.502395,-10.140456,0,
14386,6,62,1,57,1,277,39,49,273,39,46,247,64,274,59,17,508,0,0,15,1,,1.502395,-7.701205,65042,
14387,6,62,1,57,1,277,39,49,273,39,46,247,64,274,59,17,508,0,0,15,1,,1.556186,-4.676702,33436,
14388,6,62,1,57,1,277,39,49,273,39,46,247,64,274,59,17,508,0,0,15,1,,1.556186,-3.852291,159688,
14389,1,52,1,49,1,264,11,52,261,11,51,155,24,141,0,33,389,0,0,5,2,,1.556186,0.028747,130330,
14390,1,52,1,49,1,264,11,52,261,11,51,155,24,141,0,33,389,0,0,5,2,,1.502395,-0.442593,127448,
14391,4,276,28,239,5,1461,99,111,1447,96,110,1072,299,1450,223,11,1536,0,9,20,6,,1.556186,0,161442,
14392,4,276,28,239,5,1461,99,111,1447,96,110,1072,299,1450,223,11,1536,0,9,20,6,,1.556186,0,97886,
